lemma,definition
قَصَر,مصدر لفعل قَصِر
جَعْلَة,الفَسِيلَةُ.
قُرْمُود,ولدُ الوَعْل.
مُلاَزِم,رتبةٌ في الجيش والشُّرطة فوق المساعد ودون الملازم الأَوّل.
مَصْل,الماءُ المستخرج من اللَّبَن وغيرِه.
أُرَث,جمع للاسم أُرْثَة
مِرْحَة,الأَنبار من الزَّبيب ونحوه.
مُخَمَّرَة,من الشِّياه: البَيْضَاء الرَّأْس، وسائرها من لون مّا.
بَتَر,مصدر لفعل بَتِر
مَنْع,مصدر لفعل مَنَع
ثَرّ,من الخيل: السَّرِيع الرّكْض.
عَطَر,مصدر لفعل عَطِر
نُفُوذ,السُّلطان والقُوَّة.
رَجْعَة,عَود المُطلِّق إِلى مُطَلَّقَته.
مَتَاوِلَة,جمع للاسم المُتَوَالِي
مِتْرَاك,مبالغة للفعل تَرَكَ
مُيَيْقِن,تصغير مُوقِن.
جَدَث,القَبْر.
تَوْطِئَة,في الكِتَاب: التَّمهيد والمُقَدَّمة.
كَرِيَة,صفة مشبهة لفعل كَرِي
صَلْت,البَارز.
خَوَرْنَق,قصرٌ كان للنُّعْمَان الأَكبر بالعراق.
قَرْبَى,صفة مشبهة لفعل قَارَبَ
ضُنْكَة,الزُّكام.
هِنْدَات,جمع للاسم هِنْد
لآمَة,مصدر لفعل لَؤُم
خَدِيج,في علم الأَحياء: العضو من النَّبَات أَو الحيوان لم يكتمل خَلْقُه، أَو اكتمل خَلْقه ولا يؤدِّي ما خُلِقَ له.
مَثْعَلَة,أَرضٌ مَثْعَلَةٌ: كثيرة الثّعالب.
تِلِقَّاع,العُيَبَة.
أَقْيَاد,جمع للاسم قَيْد
رَتْق,المرتوق.
طُفَاحَة,كلُّ ما علا وفاض على الجوانب.
عَبْقَرِيّ,نِسْبَةٌ إِلى عَبْقَر.
صُفُور,مصدر لفعل صَفِر
بِعَاد,جمع للاسم بَعِيد
بِزْر,الحَبُّ يُلْقَى في الأَرْض للإنبات.
جَحَادِل,جمع للاسم جَحْدَل
دَبَابِيس,جمع للاسم دَبُّوس
مِيتَدَة,المِرْزَبَّة يُضْرَبُ بها الوَتِد.
بَخْص,مصدر لفعل بَخَصَ
غَلَّة,الدَّخْل من كراء دار أَو رَيع أَرض.
مُصْدَان,جمع للاسم مَصَاد
حِجَّة,الاسم من حَجّ.
غِيَاط,جمع للاسم غَائِط
أَثَارَة,العلامة.
مَوْقُوف,الممنوع من عَمَلِه.
جَسْرَة,مُؤَنَّث الجَسْر، لكل عضو ضَخْم.
بُتْر,جمع للاسم أَبْتَر
أَفْقَع,اللَّوْن الصَّافي النَّاصِع، وغلب في الأَصفر.
كَلْس,مصدر لفعل كَلَس
فَالِج,الجملُ الضَّخْم ذو السَّنامين.
نُفُوح,مصدر لفعل نَفَح
جُبَّه,الجَبَان.
وَهَجَان,مصدر لفعل وَهَج
عَتُوب,من لا يُجدي فيه العِتاب.
يَحَامِيم,جمع للاسم يَحْمُوم
تُدْرَأَة,الحِفاظ، والمنَعَة، والقُوَّة.
قَمَع,طَبَق الحلقوم، وهو مجرى النَّفَس إِلى الرِّئَة.
جَوْهَر,جوهرُ الشَّيْء: حقيقته وذاته.
مِعْدَة,مَقَرّ الطَّعَام الشَّرَاب بعد أَن ينحدر من المريء وقبل أَن ينحد إِلى الأَمعاء.
قِلاَفَة,حِرفةُ مَن يَخرِزُ أَلواحَ السُّفُن ويجعل في خَلَلِها القار.
مَصَايِف,جمع للاسم مِصْيَاف
فَأْم,مصدر لفعل فَأَم
فُغُوم,مصدر لفعل فَغَم
صِلّ,الحيَّة من أَخبث الحيَّات. أو الدَّقيقة الصَّفراء.
أَكَاسِم,جمع للاسم أُكْسُوم
بَرِيء,صفة مشبهة لفعل بَرُؤ
سَيَس,مصدر لفعل سَيِس
قَصْد,في الشَّيْء: ضدّ الإِفراط.
هُرْمُون,مادةٌ تُفرِزُها بعضُ الغدد في الدَّم فتنبِّه الجسَد وتعينُهُ وتَزيدُ في نشاطه، كهرمون الخُصيتين مثلاً، وقد استطاع العلماءُ أَن يحضِّروه كيمياويًّا.
عَقْرَبَاء,أُنثى العَقَارِب.
خَمَر,من النَّاس: جماعتهم وكَثرتهم.
حَوَارِك,جمع للاسم حَارِك
أَرْثَاد,جمع للاسم رِثْد
نَخَع,مصدر لفعل نَخِع
تَعِلَّة,ما يُتَعلَّل به.
بُطَالَة,مصدر لفعل بَطَل
وَصَّاد,صِيغة مبالغة.
جُلَّى,الأَمْر الشَّديد، والخطب العَظِيم.
حُرُود,مصدر لفعل حَرَدَ
إِرْهَاص,شَرْعًا: الأمرُ الخارق للعادة يظهر للنبيّ قبل بعثته، يكون من مُقَدّمات النُّبُوَّة.
بَقْط,متاعُ البَيْت.
شَعْلاَء,صفة مشبهة لفعل شَعِل
مُرَشِّح,جهاز التَّرشِيح.
وِزْر,الحِمْلُ الثَّقيل.
سَلْعَة,الشَّجَّة في الرَّأْس كائنةً ما كانت.
بَوَادّ,جمع للاسم بَادّ
مِعَد,جمع للاسم مِعْدَة
لِمَام,اللِّقاء اليسير. وهو جمع لَمَّةٍ.
عُرْمَان,جمع للاسم عَرِيم
دَخِيس,الكثير المجْتمع.
حَسَف,الشَّوك.
أَيِّم,العَزَب، رجلاً كان أَو امرأَة، تزوَّج من قبلُ أَو لم يتزوَّج.
هُدُبّ,الغَبيّ الثَّقيل.
صُهْبَة,صفرة تضرب إِلى الحمرة والبياض.
هَجْهَج,الأَرْضُ الصُّلْبة الجَدْبة.
مَسْهَج,مَمَرُّ الرِّيح.
أَنْهِرَة,جمع للاسم نَهَار
آلاَت,جمع للاسم آلَة
لَوْمَاء,العَذْل.
أَعَاصِير,جمع للاسم إِعْصَار
رَنِق,صفة مشبهة لفعل رَنِق
فَسِيط,قُلاَمَةُ الظُّفْر.
طِرَاح,جمع للاسم طَرْحَة
لَحَز,مصدر لفعل لَحِز
صَيَد,داء في العنق لا يُستطاع معه الالتفات.
مِنْشَع,وعاءُ النَّشوع.
صَعَق,مصدر لفعل صَعِق
قَثْم,مصدر لفعل قَثَم
جِيْم,من حروف الهجاء. مُؤَنَّثَة وقد تُذكَّر.
تَرَاجِم,جمع للاسم تُرْجُمَان
مَأْزِل,المَضِيق.
أَنْوُل,جمع للاسم نَال
مُقَنْطَر,المتقوِّس.
سَوْد,سفحٌ مُسْتَوٍ فيه معْدن، كثير الحجارة خَشِنُها، والغالب عليها السَّواد. والقِطْعَة: سَوْدَة.
رَبَابِين,جمع للاسم رُبَّان
تَرَاقٍ,جمع للاسم تَرْقُوَة
صَوْلَة,السَّطْوَة في الحَرب ونحوها.
عَمِيمَة,مؤنَّث عَمِيم.
يَقْظَان,اليَقِظ.
غَضَار,الطِّين اللَّزِجُ الأَخضر الحُرُّ.
حَذْلَقَة,التَّصَرُّف بالظُّرْف.
كَرَج,مصدر لفعل كَرِج
دَابِرَة,التَّابِعَة.
نَذْع,مصدر لفعل نَذَع
أَنْقَذ,القُنْفُذ.
أَكْسَار,جمع للاسم كِسْر
خُطَبَاء,جمع للاسم خَطِيب
مُوَقِّع,الخَفيف الوَطْء.
شَبِيع,المُشْبَع.
نُشْغَة,الرَّمَق.
خُرْفُع,القُطن الفاسدُ في براعِيمه.
إِيَّار,الهواء.
تَرْقُوَة,عَظْمةٌ مشرِفةٌ بين ثُغرة النَّحر والعاتق. وهما تَرْقُوَتان.
أَرْبِعَة,جمع للاسم رَبِيع
عَقِيب,كلُّ شيء يأتي بعدَ شيءٍ ويتلوه.
وَغْد,قِدْحٌ من سِهام الميسر لا نَصِيبَ له.
حَوْز,من السُّوق: الرُويد أَو الشَّدِيد.
شُمُس,جمع للاسم شَمُوس
جَفَاجِف,الهَيْئَة واللِّباس.
بِدَع,جمع للاسم بِدْعَة
رَسْل,الذي فيه لين واسترخاء.
سُخَرَة,من يَسْخَرُ من النَّاس.
مَشْع,مصدر لفعل مَشَع
وُكَلاَء,جمع للاسم الوَكِيل
أَجْيَال,جمع للاسم جِيْل
صُعُود,مصدر لفعل صَعِد
زَكَاء,مصدر لفعل زَكَا
دُمُوس,مصدر لفعل دَمَس
وَسَب,الوَسَخ.
قِسَم,جمع للاسم قِسْمَة
طُبَاخَة,العُصارة المأْخوذة من المطبوخ.
خَرِيع,حَبُّ العُصْفُر.
حَطْء,مصدر لفعل حَطَأَ
حُشَّة,القِمَّة العَظِيمة ينبت ويَبْيَضُّ فوقها الحشيش.
بَحْبَاح,ما اسْتَوَى طُولُه وعرضُه.
أَجْيَاد,جمع للاسم جِيْد
نِزَاعَة,الخُصومة.
مَنْكِب,مُجْتَمَعُ رأْس العَضُد والكتف.
حَثِيرَة,الطَّعَامُ يُصنع عِنْد الفراغ من البُنيان.
لِفَافَة,ما يُلَفّ على الرِّجْل وغيرها.
جَبِل,صفة مشبهة لفعل جَبِل
رُسْتَاق,الرُّزدَاق: وهو موضع فيه مُزْدَرَعٌ، وقُرًى، أَو بيوت مجتمعة.
طِرْبَال,عَلَمٌ يبْنَى فوق الجَبَل.
سَيَحَان,مصدر لفعل سَاحَ
تُحَف,جمع للاسم تُحْفَة
رَمَضَان,الشَّهْر التَّاسع من شهور السَّنَة الهجرية يأَتي بعد شَعبان وقبل شَوَّال. وهو شَهرُ الصَّوْمِ عِنْد المسلمين. ورمضان لا ينصرف.
قُفَّاز,لِباسُ الكَفِّ من نسيج أَو جلد، وهما قُفَّازان.
بَصْع,مصدر لفعل بَصَع
مَطْعَن,موضع الطَّعن.
أَلاَئِل,جمع للاسم أَلِيلَة
مَشَامِل,جمع للاسم مِشْمَل
فَوَاخِت,جمع للاسم فَاخِتَة
آجَام,جمع للاسم أُجُم
نُقُول,جمع للاسم نَقْل
مَحَافِص,جمع للاسم مِحْفَصَة
مَلاَئِك,جمع للاسم مَلأَك
كِعَام,ما يُجْعَل على فم الحيوان لئلاَّ يعَضَّ أَو يأكل.
بَجّ,مصدر لفعل بَجّ
ضَاجِع,الكَسلان لا يبرحُ مكانه ولا ينهض لمكرُمةٍ.
غُلّ,شِدَّة العَطَش وحرارتُه.
زِيَاط,الجُلْجُل، وهو الجرس الصَّغِير.
بَازُور,من الرِّجَال: المُريب.
مَعْك,مصدر لفعل مَعَك
نَسّ,مصدر لفعل نَسّ
عَيْنِيَّة,النِّسبة إِلى العَيْن التي هي عضو الإبصار.
كُهُول,جمع للاسم كَهْل
أَحْمَر,من الأَشياء: ما لونُهُ الحُمْرَة.
نَقُوق,الصَّائِح.
كَرِيمَتَان,العَيْنان.
عَاجِلَة,مؤنَّث العاجل.
خَافِق,العَلَم.
تَبْدِيد,في القانون: يُطلق على التَّصرُّف في الأَشياء المحْجُوزة قبل بيعها على يد المُحْضِر، تهربًا من وفاء الحُقوق المحْجُوزة من أَجلها.
زَلِعَة,الجِراحة الفاسدة.
أَصْمَار,جمع للاسم صَامُورَة
وُصُوب,مصدر لفعل وَصَب
حُمَّار,جمع للاسم حَامِر
حَيَّة,من الزَّواحف: رتبةٌ من الزَّواحف منها أَنواع كثيرة. كالثُّعْبَان، والأَفعى، والصِّل وغيرها. تقال للذكر والأُنثى، والهاء للإفراد.
مَفَائِيد,جمع للاسم مِفْآد
أَتَنَان,مصدر لفعل أَتَنَ
رَكِين,صفة مشبهة لفعل رَكُن
مَذْع,مصدر لفعل مَذَع
فَرَع,أَوَّل نِتاج الإِبل والغَنَم، وكانوا في الجاهلية يذبحونه لآلهتهم تَقَرُّبًا.
مَزَالِيق,جمع للاسم مِزْلاَق
قِرْمِيد,حجارةٌ مصنوعةٌ تُنْضَج بالنَّار ويبنى بها أَو يُغطَّى بها وجه البناء.
كُثَاف,صفة مشبهة لفعل كَثُف
شَبَّاك,من يَصيد بالشِّباك.
غَتَم,مصدر لفعل غَتِم
مَخَاضِيب,جمع للاسم مِخْضَب
عِفَاص,غِلافٌ يُغطَّى به رأْسُ القارورة.
صِير,منتهى الأَمْر وغايته.
ثَطّ,صفة مشبهة لفعل ثَطَّ
هَامِش,حاشِيَة الكِتَاب.
كَدَن,مصدر لفعل كَدِن
حَمَازَة,مصدر لفعل حَمُزَ
مُكَرْسِع,النَّاتئ الكُرْسُوع، وهو عيب في الرَّجُل والمرأَة.
دَوْسَرَانِيّ,الشَّديد الضَّخْم.
صِيرَان,جمع للاسم صُوَار
سُخْر,مصدر لفعل سَخِر
نَقَّاب,الكثير التَّنْقيب.
لَيَائِل,جمع للاسم لَيْلَة
وُزَّاع,جمع للاسم وَازِع
مَعْسَم,المَطْمَع.
رَبَاء,الطَّوْل والمِنَّة.
صَنْج,صَفائح صفْر صغيرة مستديرة تُثَبَّت في أَطراف الدُّفِّ أَو في أَصابع الرَّاقصة يُدَقُّ بها عِنْد الطَّرَب.
رُجْب,رأْس الضِّلع من ناحية الصَّدْر.
لُمَاظَة,بقيَّةُ الطَّعَامِ في الفَمِ.
نَقَزَان,مصدر لفعل نَقَز
أَقْوَات,جمع للاسم قُوت
حَقَد,مصدر لفعل حَقِدَ
غَصْن,مصدر لفعل غَصَن
هِمْل,البَيْتُ الخَلَقُ من الشَّعْر.
فَيُوض,الواسِع.
وَنْم,مصدر لفعل وَنَم
قُنِيّ,جمع للاسم قَنَاة
صُنُوف,جمع للاسم صِنْف
